1-1_small-sounding-engine_presence,1-1_small-sounding-engine_proximity,1-2_medium-sounding-engine_presence,1-2_medium-sounding-engine_proximity,1-3_large-sounding-engine_presence,1-3_large-sounding-engine_proximity,1-X_engine-of-uncertain-size_presence,1-X_engine-of-uncertain-size_proximity,1_engine_presence,2-1_rock-drill_presence,2-1_rock-drill_proximity,2-2_jackhammer_presence,2-2_jackhammer_proximity,2-3_hoe-ram_presence,2-3_hoe-ram_proximity,2-4_pile-driver_presence,2-4_pile-driver_proximity,2-X_other-unknown-impact-machinery_presence,2-X_other-unknown-impact-machinery_proximity,2_machinery-impact_presence,3-1_non-machinery-impact_presence,3-1_non-machinery-impact_proximity,3_non-machinery-impact_presence,4-1_chainsaw_presence,4-1_chainsaw_proximity,4-2_small-medium-rotating-saw_presence,4-2_small-medium-rotating-saw_proximity,4-3_large-rotating-saw_presence,4-3_large-rotating-saw_proximity,4-X_other-unknown-powered-saw_presence,4-X_other-unknown-powered-saw_proximity,4_powered-saw_presence,5-1_car-horn_presence,5-1_car-horn_proximity,5-2_car-alarm_presence,5-2_car-alarm_proximity,5-3_siren_presence,5-3_siren_proximity,5-4_reverse-beeper_presence,5-4_reverse-beeper_proximity,5-X_other-unknown-alert-signal_presence,5-X_other-unknown-alert-signal_proximity,5_alert-signal_presence,6-1_stationary-music_presence,6-1_stationary-music_proximity,6-2_mobile-music_presence,6-2_mobile-music_proximity,6-3_ice-cream-truck_presence,6-3_ice-cream-truck_proximity,6-X_music-from-uncertain-source_presence,6-X_music-from-uncertain-source_proximity,6_music_presence,7-1_person-or-small-group-talking_presence,7-1_person-or-small-group-talking_proximity,7-2_person-or-small-group-shouting_presence,7-2_person-or-small-group-shouting_proximity,7-3_large-crowd_presence,7-3_large-crowd_proximity,7-4_amplified-speech_presence,7-4_amplified-speech_proximity,7-X_other-unknown-human-voice_presence,7-X_other-unknown-human-voice_proximity,7_human-voice_presence,8-1_dog-barking-whining_presence,8-1_dog-barking-whining_proximity,8_dog_presence,annotator_id,audio_filename,sensor_id,split
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002407.wav,31,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,31_002419.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,1001,31_002576.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002676.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,1,near,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002718.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,1,far,0,-1,1,1,near,1,1001,31_002736.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002803.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,1001,31_002806.wav,31,train
0,-1,0,-1,0,-1,1,near,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,1001,31_002824.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,1001,31_002831.wav,31,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002857.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002866.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,1,near,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002890.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,31_002900.wav,31,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_002985.wav,31,train
1,near,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,31_003024.wav,31,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,31_003061.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_003100.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,1,far,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,1,near,1,1001,31_003126.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,1,near,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_003131.wav,31,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,31_003132.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,1,near,1,near,0,-1,0,-1,1,0,-1,0,1001,31_003178.wav,31,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,1001,31_003192.wav,31,train
1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,1,far,1,0,-1,0,1001,31_003234.wav,31,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000018.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000023.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,1,near,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000052.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000080.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000083.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,1,near,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000090.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000091.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,1,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000213.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000287.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000288.wav,32,train
1,near,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,1,far,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_000302.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000358.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000364.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000425.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000514.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000517.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000584.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,far,0,-1,0,-1,1,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000594.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,far,0,-1,1,far,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,far,0,-1,0,-1,1,0,-1,0,1001,32_000616.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000628.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,1,near,1,0,-1,0,1001,32_000704.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,far,0,-1,0,-1,1,0,-1,0,1001,32_000739.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000743.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000758.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000929.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_000978.wav,32,train
1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001077.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,1,near,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001168.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,1,near,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001191.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001202.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001238.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001257.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,1,near,1,0,-1,0,1001,32_001260.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001292.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001315.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001388.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001501.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001511.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001533.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,1,near,1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001574.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001593.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001621.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001624.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001672.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001686.wav,32,train
0,-1,1,near,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001699.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,near,1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,0,-1,0,1001,32_001727.wav,32,train
0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,1,near,0,-1,0,-1,1,1,far,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,1001,32_001763.wav,32,train
0,-1,0,-1,1,near,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001819.wav,32,train
0,-1,1,far,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,far,1,0,-1,0,-1,0,-1,0,-1,0,1,far,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-1,0,-1,0,1,near,0,-1,0,-1,0,-1,0,-1,1,0,-1,0,1001,32_001833.wav,32,train
